Date,Adj Close,Close,High,Low,Open,Volume
,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS
2021-01-01,869.2785034179688,900.1500244140625,904.0,893.0499877929688,895.0,4632855
2021-01-04,867.057373046875,897.8499755859375,914.0,887.4500122070312,910.0,6991890
2021-01-05,890.0411987304688,921.6500244140625,927.3499755859375,883.0,891.7000122070312,11907501
2021-01-06,890.7171020507812,922.3499755859375,936.75,909.4000244140625,924.9500122070312,9768197
2021-01-07,919.3985595703125,952.0499877929688,961.6500244140625,931.0999755859375,935.0,12154311
2021-01-08,907.5686645507812,939.7999877929688,976.0,932.0999755859375,965.0,10838196
2021-01-11,897.2356567382812,929.0999755859375,950.9500122070312,926.2000122070312,942.9000244140625,8419415
2021-01-12,895.8353881835938,927.6500244140625,941.5,906.5499877929688,920.0,8805330
2021-01-13,910.41748046875,942.75,953.5,926.1500244140625,932.7999877929688,9473962
2021-01-14,936.4432373046875,969.7000122070312,980.7000122070312,951.25,953.0,14887258
2021-01-15,932.7736206054688,965.9000244140625,983.0,953.4500122070312,974.0,9195430
2021-01-18,900.8087158203125,932.7999877929688,960.0,924.0,959.0,10668611
2021-01-19,907.665283203125,939.9000244140625,952.0,936.25,942.0499877929688,6309233
2021-01-20,915.19775390625,947.7000122070312,953.8499755859375,928.25,936.9000244140625,7004445
2021-01-21,894.0971069335938,925.8499755859375,967.0,918.25,959.4000244140625,8216362
2021-01-22,862.6634521484375,893.2999877929688,934.0,890.0,930.0,11366492
2021-01-25,820.0276489257812,849.1500244140625,912.3499755859375,839.2000122070312,906.0,11829328
2021-01-27,792.022216796875,820.1500244140625,860.7999877929688,806.0,848.0,15810173
2021-01-28,775.0740356445312,802.5999755859375,828.8499755859375,789.0,801.2999877929688,13789865
2021-01-29,817.0822143554688,846.0999755859375,860.8499755859375,815.6500244140625,817.0999755859375,19305853
2021-02-01,937.3123168945312,970.5999755859375,981.4000244140625,856.0,859.0,38067807
2021-02-02,942.1891479492188,975.6500244140625,999.0,949.2999877929688,982.4000244140625,20556081
2021-02-03,1012.5890502929688,1048.550048828125,1080.800048828125,972.2000122070312,980.0,34995822
2021-02-04,996.75146484375,1032.1500244140625,1042.0,1016.0,1034.9000244140625,13666242
2021-02-05,989.9431762695312,1025.0999755859375,1085.0,1016.2999877929688,1045.0,19524257
2021-02-08,999.6002807617188,1035.0999755859375,1055.0,1028.0,1036.050048828125,7162284
2021-02-09,990.6193237304688,1025.800048828125,1051.5999755859375,1020.0,1044.0,7984133
2021-02-10,987.7221069335938,1022.7999877929688,1038.449951171875,1003.5999755859375,1035.0,7815034
2021-02-11,986.85302734375,1021.9000244140625,1036.0,1015.2999877929688,1025.0,5760021
2021-02-12,992.1644287109375,1027.4000244140625,1059.5,1012.0,1023.7999877929688,13959383
2021-02-15,1021.32861328125,1057.5999755859375,1063.0,1037.699951171875,1044.9000244140625,9121286
2021-02-16,1021.9563598632812,1058.25,1096.5,1041.0999755859375,1068.0,13883441
2021-02-17,997.765380859375,1033.199951171875,1085.0,1026.199951171875,1080.0,13855321
2021-02-18,1010.1747436523438,1046.050048828125,1055.4000244140625,1033.4000244140625,1045.0,8911120
2021-02-19,1029.3441162109375,1065.9000244140625,1074.550048828125,1027.800048828125,1035.0,14557527
2021-02-22,987.8187866210938,1022.9000244140625,1067.0999755859375,1018.0,1064.949951171875,9412265
2021-02-23,1012.3475341796875,1048.300048828125,1053.949951171875,1018.0,1033.1500244140625,7160332
2021-02-24,1033.3033447265625,1070.0,1076.0,1041.25,1047.300048828125,6833820
